model_name,temperature,seed,item_id,phenomenon,prompt,prior_prompt,question,options,option_names,scale,rating_options,weighted_options,chosen_option,token_cond_log_probs,prior_token_log_probs,null_prior_token_log_probs
meta-llama/Llama-2-7b-hf,0.1,0,20,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A neighborhood kid was looking to earn money. He knocked on the door of one house and asked the owner if he had any jobs for him to do. ""Well, you can paint my porch,"" he said, and handed the boy a can of red paint and a brush. The boy was eager to work, and the man went inside. 2 hours later, the boy knocked on the door again and said ""I'm done painting, but I've got to tell you,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""This is the most difficult job I have done this summer.""",incorrect_straightforward,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.124311107448421,funny_nonsequitur,"[[-10.94609546661377, -4.57049036026001], [-10.94609546661377, -4.455028057098389], [-10.94609546661377, -5.262487411499023], [-10.94609546661377, -6.032143592834473], [-10.94609546661377, -6.566840648651123]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.269885063171387, -5.221096038818359], [-11.269885063171387, -5.603023529052734], [-11.269885063171387, -6.345852851867676], [-11.269885063171387, -7.022175312042236], [-11.269885063171387, -7.457762241363525]]"
meta-llama/Llama-2-7b-hf,0.1,0,20,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A neighborhood kid was looking to earn money. He knocked on the door of one house and asked the owner if he had any jobs for him to do. ""Well, you can paint my porch,"" he said, and handed the boy a can of red paint and a brush. The boy was eager to work, and the man went inside. 2 hours later, the boy knocked on the door again and said ""I'm done painting, but I've got to tell you,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""It has been a pleasure to ride in your car.""",associative_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.092294942305237,funny_nonsequitur,"[[-10.999364852905273, -4.5760297775268555], [-10.999364852905273, -4.448483943939209], [-10.999364852905273, -5.372729778289795], [-10.999364852905273, -6.124706745147705], [-10.999364852905273, -6.604429721832275]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.316027641296387, -5.184633731842041], [-11.316027641296387, -5.495704650878906], [-11.316027641296387, -6.368509769439697], [-11.316027641296387, -6.974567890167236], [-11.316027641296387, -7.417689800262451]]"
meta-llama/Llama-2-7b-hf,0.1,0,20,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A neighborhood kid was looking to earn money. He knocked on the door of one house and asked the owner if he had any jobs for him to do. ""Well, you can paint my porch,"" he said, and handed the boy a can of red paint and a brush. The boy was eager to work, and the man went inside. 2 hours later, the boy knocked on the door again and said ""I'm done painting, but I've got to tell you,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""You gave me too much paint,"" he said, then poured it on the man's feet.",funny_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.155164960616704,funny_nonsequitur,"[[-10.856040000915527, -4.729208946228027], [-10.856040000915527, -4.437909126281738], [-10.856040000915527, -5.469797611236572], [-10.856040000915527, -6.070819854736328], [-10.856040000915527, -6.513545989990234]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.26109790802002, -4.930005073547363], [-11.26109790802002, -5.247407913208008], [-11.26109790802002, -6.014734268188477], [-11.26109790802002, -6.631677150726318], [-11.26109790802002, -6.908384323120117]]"
meta-llama/Llama-2-7b-hf,0.1,0,20,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A neighborhood kid was looking to earn money. He knocked on the door of one house and asked the owner if he had any jobs for him to do. ""Well, you can paint my porch,"" he said, and handed the boy a can of red paint and a brush. The boy was eager to work, and the man went inside. 2 hours later, the boy knocked on the door again and said ""I'm done painting, but I've got to tell you,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""I love sports.""",neutral_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1139473710116885,funny_nonsequitur,"[[-10.917898178100586, -4.651798725128174], [-10.917898178100586, -4.507908821105957], [-10.917898178100586, -5.38310432434082], [-10.917898178100586, -6.1905107498168945], [-10.917898178100586, -6.59301233291626]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.336036682128906, -5.089375972747803], [-11.336036682128906, -5.386800765991211], [-11.336036682128906, -6.190220832824707], [-11.336036682128906, -6.848130226135254], [-11.336036682128906, -7.272069931030273]]"
meta-llama/Llama-2-7b-hf,0.1,0,21,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Mom told me to tell you that dinner would be ready in just a couple of secs.""",target,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.0429121475259864,incorrect_straightforward,"[[-10.92885684967041, -4.827627182006836], [-10.92885684967041, -5.112772464752197], [-10.92885684967041, -6.001354694366455], [-10.92885684967041, -6.484284400939941], [-10.92885684967041, -6.813554286956787]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.31290054321289, -5.154351711273193], [-11.31290054321289, -5.519782066345215], [-11.31290054321289, -6.406958103179932], [-11.31290054321289, -7.029026508331299], [-11.31290054321289, -7.289619445800781]]"
meta-llama/Llama-2-7b-hf,0.1,0,21,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""I'm old enough to learn those things.""",incorrect_straightforward,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.167658777568447,incorrect_straightforward,"[[-10.813819885253906, -4.5375237464904785], [-10.813819885253906, -4.73908805847168], [-10.813819885253906, -5.329994201660156], [-10.813819885253906, -5.847743988037109], [-10.813819885253906, -6.414268493652344]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.197011947631836, -5.009162425994873], [-11.197011947631836, -5.410121917724609], [-11.197011947631836, -6.211822032928467], [-11.197011947631836, -6.768642902374268], [-11.197011947631836, -7.109124660491943]]"
meta-llama/Llama-2-7b-hf,0.1,0,21,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Ms. Smith just had her baby.""",associative_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.115233427660989,incorrect_straightforward,"[[-11.022335052490234, -4.663463115692139], [-11.022335052490234, -4.911553859710693], [-11.022335052490234, -5.602079391479492], [-11.022335052490234, -6.0629496574401855], [-11.022335052490234, -6.654211521148682]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.421066284179688, -5.113363265991211], [-11.421066284179688, -5.515814781188965], [-11.421066284179688, -6.285213470458984], [-11.421066284179688, -6.872777462005615], [-11.421066284179688, -7.287804126739502]]"
meta-llama/Llama-2-7b-hf,0.1,0,21,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Let's play,"" pulls out a water gun and soaks her father.",funny_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.162458170293199,incorrect_straightforward,"[[-10.654647827148438, -4.627223968505859], [-10.654647827148438, -4.793121337890625], [-10.654647827148438, -5.544313907623291], [-10.654647827148438, -5.972929000854492], [-10.654647827148438, -6.389822483062744]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.152027130126953, -4.854867458343506], [-11.152027130126953, -5.194014072418213], [-11.152027130126953, -5.922713756561279], [-11.152027130126953, -6.462512016296387], [-11.152027130126953, -6.84332799911499]]"
meta-llama/Llama-2-7b-hf,0.1,0,21,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.An 8 year-old girl went to her dad and asked him, ""Daddy, what is sex?"" The father is a little surprised by the question, and gives her a detailed explanation. The girl looks at him with her mouth hanging open, and the father asks, ""Why did you ask this question?"" The girl replies,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Those are beautiful roses.""",neutral_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.0729406628750455,incorrect_straightforward,"[[-10.80833625793457, -4.800429344177246], [-10.80833625793457, -5.082119464874268], [-10.80833625793457, -5.821315288543701], [-10.80833625793457, -6.381013870239258], [-10.80833625793457, -6.797532081604004]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.182662963867188, -5.188058853149414], [-11.182662963867188, -5.565073013305664], [-11.182662963867188, -6.423895835876465], [-11.182662963867188, -7.0071210861206055], [-11.182662963867188, -7.249849796295166]]"
meta-llama/Llama-2-7b-hf,0.1,0,22,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Yes, he's always striking trees.""",target,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1773653524272576,incorrect_straightforward,"[[-11.028851509094238, -4.406933307647705], [-11.028851509094238, -4.6338043212890625], [-11.028851509094238, -5.268383502960205], [-11.028851509094238, -5.712298393249512], [-11.028851509094238, -6.184720516204834]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.155759811401367, -5.066897392272949], [-11.155759811401367, -5.487951755523682], [-11.155759811401367, -6.366659164428711], [-11.155759811401367, -6.943994522094727], [-11.155759811401367, -7.176858901977539]]"
meta-llama/Llama-2-7b-hf,0.1,0,22,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Yes, I'm afraid to lend him our car.""",incorrect_straightforward,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.2133986376897354,incorrect_straightforward,"[[-11.03568172454834, -4.415172100067139], [-11.03568172454834, -4.600113391876221], [-11.03568172454834, -5.219892501831055], [-11.03568172454834, -5.64853572845459], [-11.03568172454834, -6.0967512130737305]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.10498332977295, -5.120058059692383], [-11.10498332977295, -5.549166679382324], [-11.10498332977295, -6.351742744445801], [-11.10498332977295, -6.968850612640381], [-11.10498332977295, -7.2711262702941895]]"
meta-llama/Llama-2-7b-hf,0.1,0,22,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Yes, I'm considering buying this car.""",associative_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.193447689158722,incorrect_straightforward,"[[-11.06910228729248, -4.337958812713623], [-11.06910228729248, -4.627005577087402], [-11.06910228729248, -5.179595470428467], [-11.06910228729248, -5.67542028427124], [-11.06910228729248, -6.03065824508667]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.22586727142334, -5.076961517333984], [-11.22586727142334, -5.549452304840088], [-11.22586727142334, -6.356130123138428], [-11.22586727142334, -7.011928558349609], [-11.22586727142334, -7.231760025024414]]"
meta-llama/Llama-2-7b-hf,0.1,0,22,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Yes"" and then cracks a raw egg on Mr. Miller's head.",funny_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.180588225167125,incorrect_straightforward,"[[-11.074540138244629, -4.344439506530762], [-11.074540138244629, -4.415834903717041], [-11.074540138244629, -5.135042190551758], [-11.074540138244629, -5.569060802459717], [-11.074540138244629, -6.196503162384033]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.195467948913574, -4.742282390594482], [-11.195467948913574, -5.2117109298706055], [-11.195467948913574, -6.077477931976318], [-11.195467948913574, -6.655253887176514], [-11.195467948913574, -7.042237281799316]]"
meta-llama/Llama-2-7b-hf,0.1,0,22,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.Mr. Miller and Mr. Wilson were at the auto show and began to talk about their children. Touching a shiny new car on the fender, Mr. Miller said, ""Your son drives like lightning, doesn't he?"" and Mr. Wilson answered:
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Yes, I hope my boss gives me a raise soon.""",neutral_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1823905510376407,incorrect_straightforward,"[[-11.14987850189209, -4.409906387329102], [-11.14987850189209, -4.667712688446045], [-11.14987850189209, -5.24437141418457], [-11.14987850189209, -5.736087322235107], [-11.14987850189209, -6.167657852172852]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.326422691345215, -5.131929874420166], [-11.326422691345215, -5.671200752258301], [-11.326422691345215, -6.536099433898926], [-11.326422691345215, -7.198893070220947], [-11.326422691345215, -7.439247131347656]]"
meta-llama/Llama-2-7b-hf,0.1,0,23,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""That is in the phone book too,"" she answers.",target,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.151146110501265,target,"[[-10.975578308105469, -4.7213521003723145], [-10.975578308105469, -4.844786643981934], [-10.975578308105469, -5.821236610412598], [-10.975578308105469, -6.018214225769043], [-10.975578308105469, -6.468049049377441]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.268403053283691, -4.8413519859313965], [-11.268403053283691, -5.0746870040893555], [-11.268403053283691, -5.7683634757995605], [-11.268403053283691, -6.333739280700684], [-11.268403053283691, -6.816680431365967]]"
meta-llama/Llama-2-7b-hf,0.1,0,23,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""Johnson.""",incorrect_straightforward,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1169896046771983,target,"[[-10.985899925231934, -4.7006707191467285], [-10.985899925231934, -4.867860317230225], [-10.985899925231934, -5.683751583099365], [-10.985899925231934, -6.091698169708252], [-10.985899925231934, -6.63404655456543]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.407441139221191, -4.980547904968262], [-11.407441139221191, -5.294216156005859], [-11.407441139221191, -6.080146789550781], [-11.407441139221191, -6.705466270446777], [-11.407441139221191, -7.173686504364014]]"
meta-llama/Llama-2-7b-hf,0.1,0,23,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""This is my favorite bar,"" she replies.",associative_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.136980067333371,target,"[[-10.992376327514648, -4.57143497467041], [-10.992376327514648, -4.7708048820495605], [-10.992376327514648, -5.607293128967285], [-10.992376327514648, -5.964681625366211], [-10.992376327514648, -6.356514930725098]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.306715965270996, -4.994417667388916], [-11.306715965270996, -5.409450054168701], [-11.306715965270996, -6.219675064086914], [-11.306715965270996, -6.841227054595947], [-11.306715965270996, -7.20125675201416]]"
meta-llama/Llama-2-7b-hf,0.1,0,23,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,The guy slipped on a banana peel and split his pants.,funny_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.070328792209556,target,"[[-11.154642105102539, -4.559542655944824], [-11.154642105102539, -4.886951446533203], [-11.154642105102539, -5.733485221862793], [-11.154642105102539, -6.0919880867004395], [-11.154642105102539, -6.509593486785889]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.425909042358398, -4.886091232299805], [-11.425909042358398, -5.390347003936768], [-11.425909042358398, -6.18608283996582], [-11.425909042358398, -6.783987998962402], [-11.425909042358398, -7.15594482421875]]"
meta-llama/Llama-2-7b-hf,0.1,0,23,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.A guy is in a bar trying to begin a relationship with a girl. After they have talked for a while, he asks her for her phone number. ""It's in the phone book,"" she says. ""Fine,"" he answers, ""What's your last name?""
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""What do you think of the recent elections?"" she answers.",neutral_nonsequitur,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.125331661015104,target,"[[-10.919289588928223, -4.615257740020752], [-10.919289588928223, -4.803252220153809], [-10.919289588928223, -5.6295037269592285], [-10.919289588928223, -6.0202226638793945], [-10.919289588928223, -6.465345859527588]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.184480667114258, -4.8400397300720215], [-11.184480667114258, -5.251961708068848], [-11.184480667114258, -5.979763984680176], [-11.184480667114258, -6.70303201675415], [-11.184480667114258, -7.0904717445373535]]"
meta-llama/Llama-2-7b-hf,0.1,0,24,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.As a man was driving down the freeway, his cell phone rang. Answering, he heard his wife's voice urgently warning him, ""Herman, I just heard on the news that there's a car going the wrong way on 28. Please be careful!"" ""Geez,"" said Herman,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""It's not just one car. It's hundreds of them!""",target,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1385447579156858,target,"[[-10.74617862701416, -4.441359043121338], [-10.74617862701416, -4.2708210945129395], [-10.74617862701416, -5.29065465927124], [-10.74617862701416, -5.726145267486572], [-10.74617862701416, -6.361834526062012]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.037460327148438, -5.02114200592041], [-11.037460327148438, -5.4848833084106445], [-11.037460327148438, -6.158226490020752], [-11.037460327148438, -6.898362159729004], [-11.037460327148438, -7.168612480163574]]"
meta-llama/Llama-2-7b-hf,0.1,0,24,humour,"You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.As a man was driving down the freeway, his cell phone rang. Answering, he heard his wife's voice urgently warning him, ""Herman, I just heard on the news that there's a car going the wrong way on 28. Please be careful!"" ""Geez,"" said Herman,
How would you rate the following answer: ","You will read a joke that is missing its punch lines. A punch line is a funny line that finishes the joke. Your task is to rate how appropriate a given punch line is for the joke.
How would you rate the following answer: ",,"""How can anybody do something like that!""",incorrect_straightforward,appropriate,"very inappropriate, inappropriate, neutral, appropriate, very appropriate",2.1199693497692826,target,"[[-10.598145484924316, -4.450443744659424], [-10.598145484924316, -4.387741565704346], [-10.598145484924316, -5.3388166427612305], [-10.598145484924316, -5.772861003875732], [-10.598145484924316, -6.463500499725342]]","[[-13.373932838439941, -2.9205374717712402], [-13.373932838439941, -3.542041301727295], [-13.373932838439941, -3.5838358402252197], [-13.373932838439941, -3.538752555847168], [-13.373932838439941, -3.7895805835723877]]","[[-11.087434768676758, -5.033907413482666], [-11.087434768676758, -5.398660182952881], [-11.087434768676758, -6.237210750579834], [-11.087434768676758, -6.7471818923950195], [-11.087434768676758, -7.114041328430176]]"
